"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CAN","Canada","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.4,,
"CZE","Czech Republic","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,77.9,,
"CZE","Czech Republic","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,62.4,,
"DNK","Denmark","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,75.3,,
"DNK","Denmark","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,68.8,,
"FIN","Finland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.7,,
"FIN","Finland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,67.7,,
"FRA","France","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,67.1,,
"FRA","France","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,60.6,,
"DEU","Germany","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,78,,
"DEU","Germany","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.9,,
"GRC","Greece","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,59.3,,
"GRC","Greece","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,42.5,,
"HUN","Hungary","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,70.3,,
"HUN","Hungary","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,57.8,,
"ISL","Iceland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,86.6,,
"ISL","Iceland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,81.8,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,70.3,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,59.3,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,65.5,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,47.2,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,81.8,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,64.6,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,75.9,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,55.7,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,71.3,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,60.8,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,78.3,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,44.7,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,79,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.2,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,79.6,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.2,,
"NOR","Norway","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,76.5,,
"NOR","Norway","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,73,,
"POL","Poland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.2,,
"POL","Poland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,56.6,,
"PRT","Portugal","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,66.9,,
"PRT","Portugal","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,61.1,,
"SVK","Slovak Republic","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.4,,
"SVK","Slovak Republic","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,55.9,,
"ESP","Spain","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,64,,
"ESP","Spain","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,53.4,,
"SWE","Sweden","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,77,,
"SWE","Sweden","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,74,,
"CHE","Switzerland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,83.6,,
"CHE","Switzerland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,74.7,,
"TUR","Turkey","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.8,,
"TUR","Turkey","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,30.5,,
"GBR","United Kingdom","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,78.5,,
"GBR","United Kingdom","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,68.5,,
"USA","United States","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,74.2,,
"USA","United States","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,63.4,,
"CHL","Chile","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,73,,
"CHL","Chile","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,51.9,,
"COL","Colombia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,79.9,,
"COL","Colombia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,56,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","1990","1990","PC","Percentage","0","Units",,,82.7,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,82,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,80.1,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,79.7,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,73.9,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","1990","1990","PC","Percentage","0","Units",,,33.3,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,36.1,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,38.8,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,43.9,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,47.2,,
"EST","Estonia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,75.4,,
"EST","Estonia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,68.4,,
"ISR","Israel","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,72.1,,
"ISR","Israel","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,64.6,,
"LVA","Latvia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.9,,
"LVA","Latvia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,66.4,,
"LTU","Lithuania","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,68,,
"LTU","Lithuania","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,66.5,,
"RUS","Russia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,74.4,,
"RUS","Russia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,64.6,,
"SVN","Slovenia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,69.2,,
"SVN","Slovenia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,61,,
"ZAF","South Africa","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,49.9,,
"ZAF","South Africa","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,37.7,,
"OAVG","OECD - Average","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,74.4,,
"OAVG","OECD - Average","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,58.5,,
"AUS","Australia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,77.5,,
"AUS","Australia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,67.4,,
"AUT","Austria","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.4,,
"AUT","Austria","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,67.7,,
"BEL","Belgium","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,66.5,,
"BEL","Belgium","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,58.1,,
"CAN","Canada","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.4,,
"CAN","Canada","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,69.7,,
"CZE","Czech Republic","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,79.3,,
"CZE","Czech Republic","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,64.4,,
"DNK","Denmark","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.7,,
"DNK","Denmark","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,69.9,,
"FIN","Finland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70.8,,
"FIN","Finland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,67.6,,
"FRA","France","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,67.6,,
"FRA","France","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,60.9,,
"DEU","Germany","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,78.4,,
"DEU","Germany","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70.8,,
"GRC","Greece","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,61,,
"GRC","Greece","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,43.3,,
"HUN","Hungary","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,73,,
"HUN","Hungary","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,60.2,,
"ISL","Iceland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,89,,
"ISL","Iceland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,83.4,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,71.8,,
"IRL","Ireland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,61.2,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,66.5,,
"ITA","Italy","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,48.1,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,82.5,,
"JPN","Japan","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,66.1,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.9,,
"KOR","Korea","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,56.1,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70.5,,
"LUX","Luxembourg","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,60.4,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,78.6,,
"MEX","Mexico","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,45.1,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,79.6,,
"NLD","Netherlands","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70.1,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,80.7,,
"NZL","New Zealand","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70.7,,
"NOR","Norway","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.7,,
"NOR","Norway","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,72.8,,
"POL","Poland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,71,,
"POL","Poland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,58.1,,
"PRT","Portugal","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,68.3,,
"PRT","Portugal","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,62.4,,
"SVK","Slovak Republic","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,71.4,,
"SVK","Slovak Republic","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,58.3,,
"ESP","Spain","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,65.8,,
"ESP","Spain","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,55.1,,
"SWE","Sweden","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,77.5,,
"SWE","Sweden","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,74.8,,
"CHE","Switzerland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,83.7,,
"CHE","Switzerland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.4,,
"TUR","Turkey","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70,,
"TUR","Turkey","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,31.2,,
"GBR","United Kingdom","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,78.8,,
"GBR","United Kingdom","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,68.9,,
"USA","United States","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,74.8,,
"USA","United States","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,64,,
"BRA","Brazil","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2015","2015","PC","Percentage","0","Units",,,74.7,,
"BRA","Brazil","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2015","2015","PC","Percentage","0","Units",,,52.7,,
"CHL","Chile","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,72.4,,
"CHL","Chile","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,52,,
"COL","Colombia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,79.2,,
"COL","Colombia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,55.7,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,72.8,,
"CRI","Costa Rica","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,44.3,,
"EST","Estonia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.6,,
"EST","Estonia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,68.5,,
"ISR","Israel","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,72,,
"ISR","Israel","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,65.2,,
"LVA","Latvia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70,,
"LVA","Latvia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,67.6,,
"LTU","Lithuania","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,70,,
"LTU","Lithuania","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,68.8,,
"RUS","Russia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,75.2,,
"RUS","Russia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,65.2,,
"SVN","Slovenia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,68.9,,
"SVN","Slovenia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,62.6,,
"ZAF","South Africa","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,49.2,,
"ZAF","South Africa","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,37,,
"OAVG","OECD - Average","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2016","2016","PC","Percentage","0","Units",,,74.9,,
"OAVG","OECD - Average","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2016","2016","PC","Percentage","0","Units",,,59.2,,
"AUS","Australia","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,77.9,,
"AUS","Australia","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,68.2,,
"AUT","Austria","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,76.2,,
"AUT","Austria","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,68.2,,
"BEL","Belgium","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,67.5,,
"BEL","Belgium","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,58.7,,
"CAN","Canada","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,76.3,,
"CAN","Canada","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,70.6,,
"CZE","Czech Republic","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,80.9,,
"CZE","Czech Republic","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,66.2,,
"DNK","Denmark","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,76,,
"DNK","Denmark","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,70.5,,
"FIN","Finland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,71.6,,
"FIN","Finland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,68.5,,
"FRA","France","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,68.4,,
"FRA","France","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,61.2,,
"DEU","Germany","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,78.9,,
"DEU","Germany","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,71.5,,
"GRC","Greece","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,62.7,,
"GRC","Greece","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,44.4,,
"HUN","Hungary","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,75.2,,
"HUN","Hungary","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,61.3,,
"ISL","Iceland","EMP2","Employment/population ratio, by sex and age group","MEN","Men","1564","15-64","2017","2017","PC","Percentage","0","Units",,,88.1,,
"ISL","Iceland","EMP2","Employment/population ratio, by sex and age group","WOMEN","Women","1564","15-64","2017","2017","PC","Percentage","0","Units",,,83.3,,
